failure_mode,vehicle_id,length_of_study_time_step,in_study_repair,Spec_0,Spec_1,Spec_2,Spec_3,Spec_4,Spec_5,Spec_6,Spec_7,severity_anomaly_at_end,severity_signed_at_end,severity_pctdev_at_end,first_flag_time_step,lead_time,detected_within_lookback
component_x,918,289.6,0,Cat1,Cat14,Cat1,Cat0,Cat0,Cat0,Cat4,Cat1,0.28684148630891954,0.04458714127478084,13.858066,,,False
component_x,920,425.4,0,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1,0.7596576274917943,-0.7100269480440526,61.2503,,,False
component_x,921,447.8,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.4965255797760524,-0.4965255797760524,29.099283,75.8,371.9999969482422,False
component_x,923,177.0,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.8898268954597062,-0.837537822419422,32.233425,,,False
component_x,924,433.4,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.6216675438386067,-0.3642179434027201,38.817356,,,False
component_x,925,367.4,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat1,Cat0,0.6368529961987694,-0.39888199932557306,38.217724,,,False
component_x,926,368.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.9821898022472814,0.6372203356838819,130.41832,,,False
component_x,927,269.4,1,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat4,Cat0,0.36823412607919215,-0.2647424447224694,35.23033,,,False
component_x,928,477.0,0,Cat0,Cat9,Cat3,Cat1,Cat0,Cat1,Cat2,Cat1,2.0299354614366902,1.2540861846248788,515.6594,475.6,1.399993896484375,True
component_x,929,436.6,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.8377168876596971,0.4272010162944057,51.668427,,,False
component_x,930,453.4,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,1.0873716418922144,-1.0873716418922144,70.37835,,,False
component_x,932,463.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.4223957017168405,-0.15026118059514085,40.987186,,,False
component_x,933,436.2,0,Cat0,Cat3,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1,0.9687439956115225,-0.8582723333017442,62.850082,,,False
component_x,934,279.4,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.8920474892679504,0.2530113801369989,46.818527,,,False
component_x,935,471.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.7643699857972465,-0.5876095749513289,51.447083,301.2,169.99998779296874,False
component_x,936,443.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.904033672624658,-0.4291133641413989,62.015728,,,False
component_x,938,431.2,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.5584881219846897,-0.13657786539688813,53.36906,,,False
component_x,939,461.6,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.32663068658307776,-0.15952109402223402,13.064557,258.2,203.39998779296877,False
component_x,943,448.6,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.7561946348997819,-0.26092417988958827,36.010708,378.8,69.80001220703127,False
component_x,946,281.4,0,Cat0,Cat4,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.6037969219648877,-0.6037969219648877,74.24807,11.8,269.5999998092651,False
component_x,948,465.4,0,Cat0,Cat4,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.23603081087773414,0.0025158202754908356,22.325684,78.4,386.99999847412107,False
component_x,949,464.2,0,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat1,Cat0,1.0642762384212956,-0.6776383290669585,84.27893,,,False
component_x,950,465.8,0,Cat1,Cat4,Cat2,Cat0,Cat0,Cat2,Cat4,Cat1,1.2449182039201945,0.11364407860174706,132.65158,,,False
component_x,953,268.0,1,Cat0,Cat3,Cat2,Cat1,Cat0,Cat1,Cat0,Cat1,0.6513456431517887,0.21931436192234935,38.58221,177.2,90.80000305175781,False
component_x,955,367.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat1,0.6545112189808018,0.3863220101647092,86.50364,,,False
component_x,956,290.4,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0,0.22107472850492796,-0.13132627000102168,15.462752,77.4,212.99999847412107,False
component_x,957,473.0,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.5187024145205333,-0.5099275337184722,34.73641,458.0,15.0,True
component_x,958,361.0,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.3324357509049491,-0.09123947744560869,19.56423,,,False
component_x,961,212.4,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.3545087955585831,-0.16324996282082926,21.31649,,,False
component_x,962,464.4,0,Cat0,Cat9,Cat3,Cat0,Cat0,Cat1,Cat0,Cat0,0.68907864360467,0.20578538725046389,52.086178,,,False
component_x,963,474.6,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1,1.4359507480184488,-0.31424865096719995,73.93836,,,False
component_x,964,216.8,0,Cat0,Cat5,Cat1,Cat1,Cat0,Cat1,Cat0,Cat0,0.7649369639159859,0.723873989920052,65.03745,,,False
component_x,965,209.4,0,Cat1,Cat0,Cat0,Cat1,Cat0,Cat1,Cat4,Cat1,0.8314131054409328,0.5471358071181126,136.80568,82.6,126.80000152587891,False
component_x,967,452.0,0,Cat0,Cat13,Cat0,Cat0,Cat0,Cat1,Cat0,Cat0,1.4107730910938816,1.2043816046573055,89.4809,436.8,15.20001220703125,True
component_x,968,215.8,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.7958828788215474,-0.35265054107898414,58.31534,,,False
component_x,969,469.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.5487771193711691,-0.5487771193711691,49.260284,5.0,464.2,False
component_x,971,471.6,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat2,0.37179296618248614,0.06270455840608957,42.64845,,,False
component_x,972,277.2,0,Cat0,Cat11,Cat3,Cat1,Cat0,Cat0,Cat0,Cat1,1.549185441005924,-1.549185441005924,74.51404,,,False
component_x,973,445.0,0,Cat1,Cat0,Cat2,Cat0,Cat0,Cat0,Cat4,Cat1,0.7765323514500208,0.6752666676932755,51.75732,216.0,229.0,False
component_x,974,243.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,1.1194224276438292,-0.18223355021114776,103.616295,,,False
component_x,976,217.2,0,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat0,Cat0,0.9444609388883384,0.7292945950560391,62.47703,,,False
component_x,977,218.6,0,Cat1,Cat0,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0,2.1182273451771993,-1.9042019229027527,48.208767,218.4,0.20000610351561932,True
component_x,978,170.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,1.0144483361503125,-0.7388414471163415,80.37864,,,False
component_x,979,427.6,0,Cat0,Cat13,Cat0,Cat0,Cat0,Cat1,Cat0,Cat0,0.3797590256816305,-0.08361656961970108,32.62026,235.4,192.20000610351565,False
component_x,980,145.2,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,0.871056505611557,-0.15688230537413383,28.921667,,,False
component_x,981,192.6,0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat4,Cat0,0.8007056183800607,-0.06610399067277035,34.146137,,,False
component_x,982,464.0,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.37914876108481294,-0.36349336597204757,35.940456,,,False
component_x,983,142.4,0,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0,0.47206350603428976,-0.28785525002714357,25.262362,,,False
component_x,984,469.2,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,0.6554390751228525,0.5343007878857154,49.25351,166.6,302.59999389648436,False
component_x,985,211.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.7937633795982134,0.79182357286582,87.155266,,,False
component_x,987,423.8,0,Cat0,Cat11,Cat3,Cat1,Cat0,Cat0,Cat0,Cat1,0.6462595019524018,-0.5068652216653792,46.578686,259.0,164.8,False
component_x,989,469.2,0,Cat0,Cat2,Cat2,Cat1,Cat0,Cat1,Cat2,Cat1,0.8465019773948946,-0.49242801120745633,60.79544,,,False
component_x,990,144.8,0,Cat1,Cat0,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0,0.8161243191410826,0.5158938043020016,29.940277,,,False
component_x,991,464.0,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,1.4101809981104552,0.12861330924239114,92.10101,,,False
component_x,994,382.8,0,Cat1,Cat15,Cat0,Cat0,Cat0,Cat0,Cat4,Cat2,0.6882021002324757,0.4633762402673311,63.064713,187.4,195.40000610351564,False
component_x,995,203.6,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat1,Cat0,0.8191844054684525,0.09497710137536686,53.43841,,,False
component_x,996,140.0,0,Cat0,Cat4,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1,1.4207657499672557,-0.521951488021759,25.050386,,,False
component_x,998,347.8,1,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,1.0140862652938563,1.0140862652938563,104.87623,,,False
component_x,1001,463.4,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.6004742025867241,-0.1648816498928524,48.50348,,,False
component_x,1003,317.8,0,Cat1,Cat10,Cat6,Cat2,Cat1,Cat3,Cat5,Cat2,1.1312981157780164,-1.1267523208124404,82.16959,,,False
component_x,1006,287.8,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,0.48364890930350946,-0.3663141760347042,36.744453,165.0,122.80000000000001,False
component_x,1008,467.4,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.7624032849968811,-0.08869658590390078,58.631916,6.6,460.8000000953674,False
component_x,1009,446.8,0,Cat0,Cat10,Cat2,Cat0,Cat0,Cat0,Cat2,Cat1,0.5164016473544881,-0.22268503581419963,44.494232,,,False
component_x,1010,455.0,0,Cat0,Cat10,Cat2,Cat0,Cat0,Cat0,Cat2,Cat1,1.5471653098647964,1.3184086777823008,125.535484,,,False
component_x,1012,112.4,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,1.052282241924673,-0.07186652949686201,58.455006,,,False
component_x,1013,319.4,1,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,0.40264460880109,0.08832884219577923,19.232414,,,False
component_x,1014,361.6,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat2,0.46840506235750334,0.15615582077053416,40.29872,,,False
component_x,1015,356.8,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,0.5978895382313216,0.008200597101897874,31.383333,,,False
component_x,1016,351.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat2,1.1534452545009881,-1.1534452545009881,95.8526,,,False
component_x,1017,458.0,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,0.9447463889504775,-0.29469403890730533,65.83387,99.2,358.8000030517578,False
component_x,1018,466.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat2,0.9717015697230839,0.22111888752969142,131.1794,,,False
component_x,1019,187.0,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2,1.2446405338909425,-1.215965777284047,75.39422,,,False
component_x,1021,172.6,0,Cat0,Cat5,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,0.9356777233818231,0.5473680049436105,58.740536,,,False
component_x,1022,154.8,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,0.5850296362727779,0.38091352342961676,39.977585,,,False
component_x,1024,399.4,0,Cat1,Cat13,Cat0,Cat0,Cat0,Cat0,Cat4,Cat0,0.9728030069557985,0.1278629904776294,110.620705,392.8,6.600012207031227,True
component_x,1026,327.8,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,1.1365415881862966,1.086564603936871,157.82468,230.8,96.9999969482422,False
component_x,1027,458.2,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,0.5650275771990926,0.42545716033940123,51.38652,,,False
component_x,1028,289.2,0,Cat0,Cat14,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1,0.5267267204171333,-0.32928088341437045,27.876732,,,False
component_x,1030,217.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2,0.8132185426933726,0.024711357100429338,65.87503,,,False
component_x,1032,290.6,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.315210519502994,-0.01583384271577457,29.371447,,,False
component_x,1034,212.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2,0.600013312587118,0.027086793818103822,57.29813,,,False
component_x,1035,439.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.539543083394031,0.03730001178441113,32.053783,,,False
component_x,1036,457.4,0,Cat0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.9797800576934943,0.9651663514665735,58.353394,421.2,36.19998779296873,True
component_x,1037,469.0,0,Cat0,Cat11,Cat3,Cat0,Cat0,Cat0,Cat1,Cat0,0.5321819761650715,-0.4760258325757216,43.760975,281.2,187.79998779296875,False
component_x,1038,401.4,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.6626219347722826,-0.1291437036356089,32.215366,,,False
component_x,1042,325.4,1,Cat0,Cat0,Cat5,Cat0,Cat1,Cat2,Cat0,Cat1,1.3077333851666204,-1.1425388187506342,72.62684,,,False
component_x,1044,340.8,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.4974974204293801,-0.07077429280108749,33.654034,291.8,49.00001220703126,True
component_x,1045,462.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.6408526617050413,-0.5768091094341176,41.60731,285.0,177.60000000000002,False
component_x,1046,421.0,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.4264820248274992,-0.01421277774719563,50.587917,,,False
component_x,1047,420.2,0,Cat1,Cat0,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0,1.222413477305232,-1.222413477305232,80.2831,15.2,405.00000019073485,False
component_x,1048,248.4,0,Cat1,Cat9,Cat3,Cat0,Cat0,Cat1,Cat3,Cat0,0.9437033786784038,0.36142832445148393,160.23097,,,False
component_x,1049,471.8,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0,0.978815522302544,-0.5351492241729925,73.18343,,,False
component_x,1054,155.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.47201027507508364,0.006928739368665893,39.497364,,,False
component_x,1055,227.4,1,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,1.1444216034813823,0.7644724381574729,107.95197,216.2,11.200003051757818,True
component_x,1056,184.8,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0,0.7309994023363341,0.677019777288093,56.24045,,,False
component_x,1057,213.0,1,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,1.0232332751824467,-0.5460994342997922,47.823486,,,False
component_x,1059,144.0,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.6385941547706795,0.3656102474130016,42.853027,,,False
component_x,1060,180.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.5362382355176143,-0.1859917095765297,36.18276,,,False
component_x,1062,443.8,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,1.1089214982386866,-0.5838581830237682,66.842766,,,False
component_x,1064,389.2,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.509157418614708,-0.22899461752559733,35.906925,,,False
component_x,1065,445.8,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.8758572977344676,-0.7467130777959232,61.318237,410.8,35.00001220703126,True
component_x,1066,252.6,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,0.8008417578891285,0.4008991172133641,36.95477,,,False
component_x,1067,423.0,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.5284654248473789,-0.5175884806742417,32.983494,328.8,94.20001220703125,False
component_x,1068,456.4,0,Cat1,Cat11,Cat4,Cat0,Cat0,Cat0,Cat4,Cat0,0.5164662633134091,0.04895592324410928,29.011591,90.4,365.99999847412107,False
component_x,1071,166.6,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,1.30319007481777,0.154886023585286,90.30185,,,False
component_x,1072,436.4,0,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1,0.7402431808082425,-0.34612858645891986,56.06021,,,False
component_x,1074,144.4,0,Cat0,Cat0,Cat0,Cat1,Cat0,Cat1,Cat0,Cat1,0.7195010890832624,-0.693598398437131,34.339077,,,False
component_x,1076,150.4,1,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,1.3024193665650463,0.9583527041965816,97.04659,,,False
component_x,1077,158.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,2.766925656267856,-1.8972012598247527,61.282276,105.6,53.0000015258789,True
component_x,1078,363.8,0,Cat0,Cat13,Cat2,Cat0,Cat0,Cat0,Cat1,Cat2,1.050289133874555,0.07763370913862304,72.94941,,,False
component_x,1080,457.0,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.6331338220785659,-0.4356829136971989,37.760746,335.4,121.60000610351562,False
component_x,1081,249.2,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1,1.5186129674646756,-1.5186129674646756,65.55336,,,False
component_x,1082,473.8,0,Cat0,Cat5,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.839187437892046,0.1214433163786051,67.67202,,,False
component_x,1086,182.0,0,Cat0,Cat12,Cat0,Cat1,Cat0,Cat0,Cat0,Cat1,2.2068249627854875,2.173807448490963,88.24823,143.2,38.80000305175781,True
component_x,1088,424.2,0,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat3,0.39950202452285005,0.06393076517365297,31.884315,,,False
component_x,1089,308.2,1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,1.0487407520715808,-0.3479253992898719,54.385876,,,False
component_x,1090,283.4,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,0.44135355768399814,0.2790800342253705,27.539473,,,False
component_x,1091,455.2,0,Cat1,Cat4,Cat0,Cat0,Cat0,Cat1,Cat4,Cat1,0.993918146210668,-0.6893426749925635,77.786156,306.8,148.40001220703124,False
component_x,1092,474.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2,0.5599597490654156,0.3347250515755355,62.49966,,,False
component_x,1093,364.8,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat1,0.43767779664457035,-0.29988098919621015,36.35661,214.2,150.60000305175782,False
component_x,1095,211.4,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,1.714906998562799,-1.714906998562799,96.54221,,,False
component_x,1097,283.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.5128080880799526,-0.14844761904547973,29.735212,183.6,99.9999938964844,False
component_x,1098,459.0,0,Cat1,Cat9,Cat3,Cat1,Cat0,Cat0,Cat4,Cat1,0.6002061339649288,0.17211702384152253,41.397022,,,False
component_x,1099,316.8,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,1.0538255147819748,-0.19522861239219913,128.26192,,,False
component_x,1101,228.6,1,Cat0,Cat6,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,1.4173015232876096,1.0898585288675073,290.3977,93.0,135.6,False
component_x,1102,460.0,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.6521464084474212,-0.46606611939187476,38.538025,,,False
component_x,1103,244.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.48345715617225377,0.34970184318139735,33.738205,,,False
component_x,1104,410.0,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.7153854571409752,-0.3149816455923687,47.923176,,,False
component_x,1105,172.8,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,1.1562552611398331,0.21855587839868382,63.85846,,,False
component_x,1106,347.8,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.7442646627878808,-0.35846088326894315,64.01124,97.2,250.60000305175782,False
component_x,1108,245.6,0,Cat0,Cat7,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.6666235592845559,-0.6559945944839775,44.97427,85.4,160.1999984741211,False
component_x,1109,459.6,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.6009372014493927,-0.6009372014493927,41.99306,,,False
component_x,1110,281.8,0,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1,1.5027603732330206,-1.5027603732330206,90.19452,64.6,217.20000152587892,False
component_x,1111,460.0,0,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0,Cat4,Cat0,2.2464430633604446,2.1241468293364214,983.42645,280.0,180.0,False
component_x,1112,450.6,0,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0,Cat4,Cat0,0.314813259911987,0.18155097877123447,37.168697,244.0,206.60000000000002,False
component_x,1113,229.0,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.5978606342004317,-0.5062950911795058,33.285503,38.4,190.5999984741211,False
component_x,1114,469.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,0.3783269321010248,0.11077912424015403,35.782665,284.8,184.40001220703124,False
component_x,1115,122.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.3583081688981548,0.27249065418573576,39.75838,,,False
component_x,1116,423.2,0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat3,Cat0,0.6725191697500189,-0.12146368160922223,55.739574,,,False
component_x,1117,431.6,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.4706412355682113,-0.24374557422104462,31.997355,218.2,213.40000305175784,False
component_x,1118,379.4,0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat4,Cat1,0.7634634611420772,-0.5217059596807688,42.08382,317.4,62.0000061035156,False
component_x,1119,204.0,0,Cat1,Cat3,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0,0.34849803034371957,0.03307908089646517,29.511223,,,False
component_x,1122,463.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat2,0.35178774521264655,-0.20812475589043364,58.541748,,,False
component_x,1123,283.4,1,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.5312974123337477,-0.23429789404556856,35.304234,,,False
component_x,1124,357.2,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,1.1701062352774068,-0.9154949125322385,67.111565,,,False
component_x,1126,445.0,0,Cat0,Cat14,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2,0.3913103598244609,-0.3913103598244609,49.352947,64.4,380.5999984741211,False
component_x,1127,313.2,1,Cat1,Cat13,Cat2,Cat0,Cat0,Cat0,Cat4,Cat0,1.3170872584688469,-1.0615042750675148,69.22722,,,False
component_x,1128,458.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.8287912142184298,-0.36453722074161377,61.719707,,,False
component_x,1130,431.2,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.2811216765452455,-0.028767849856923145,24.976456,,,False
component_x,1132,248.4,1,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1,0.7618099101664075,0.5016833591740776,41.052876,,,False
component_x,1133,369.4,0,Cat0,Cat0,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0,2.516578514365729,0.38126498168850415,202.3184,368.6,0.7999938964843523,True
component_x,1134,327.2,1,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat1,Cat0,1.5451387235315608,0.0294396840864594,79.1232,,,False
component_x,1135,434.0,0,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat0,Cat1,0.6849020851378085,-0.5054783212170989,74.41137,88.0,346.0,False
component_x,1136,468.8,0,Cat0,Cat4,Cat2,Cat0,Cat0,Cat2,Cat0,Cat1,1.0769385683582975,-0.28691635615570266,73.03985,68.4,400.3999984741211,False
component_x,1137,446.4,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1,0.6384864308686382,0.3292021805347755,64.875404,,,False
component_x,1139,237.4,0,Cat1,Cat1,Cat1,Cat1,Cat0,Cat0,Cat3,Cat0,0.6192915172534608,0.47582049451855846,53.90739,,,False
component_x,1140,181.6,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,0.30234165270152885,-0.24398556840869293,36.223423,,,False
component_x,1141,296.4,0,Cat0,Cat17,Cat2,Cat0,Cat0,Cat0,Cat2,Cat1,1.7303481621916148,-1.7283654732355227,95.43908,,,False
component_x,1142,191.0,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.7437394841929379,-0.545835365700139,41.808613,,,False
component_x,1143,453.2,0,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1,1.0547216195033542,-0.20709624024756015,63.530045,311.0,142.2,False
component_x,1145,399.6,0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,0.9623458001538893,0.005994722710433553,63.618725,,,False
component_x,1146,470.4,0,Cat1,Cat3,Cat2,Cat0,Cat0,Cat0,Cat4,Cat1,0.6000026813799711,0.5935425146358653,81.27338,351.6,118.79999389648435,False
component_x,1147,366.8,0,Cat1,Cat3,Cat2,Cat0,Cat0,Cat0,Cat4,Cat1,0.6340826836610604,0.19105888363493684,43.333843,,,False
component_x,1149,300.0,0,Cat1,Cat2,Cat2,Cat1,Cat0,Cat0,Cat4,Cat1,1.3925668660896466,1.3411876534902287,156.6476,274.6,25.399993896484375,True
component_x,1152,448.4,0,Cat1,Cat1,Cat1,Cat1,Cat0,Cat0,Cat4,Cat2,0.7113186036411564,-0.13229948718439405,38.48776,68.6,379.8000015258789,False
component_x,1153,397.6,0,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0,0.962860190724668,0.19613308866639056,149.8855,266.6,130.9999938964844,False
